"疾病編號","疾病","層面","欄位","值","來源（文件名稱與網址）","資料日期","適用地區","來源差異或使用條件說明"
"3","新型 A 型流感（H5N1／H7N9）","防治能力與資源","防治可行性（綜合）","本次未蒐集：待查「防治可行性（綜合）」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"3","新型 A 型流感（H5N1／H7N9）","防治能力與資源","跨部門合作現況","本次未蒐集：待查「跨部門合作現況」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"3","新型 A 型流感（H5N1／H7N9）","社會安全","生物恐怖／管制病原","本次未蒐集：待查「生物恐怖／管制病原」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"3","新型 A 型流感（H5N1／H7N9）","社會安全","經濟總負擔","本次未蒐集：待查「經濟總負擔」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"3","新型 A 型流感（H5N1／H7N9）","社會安全","社會關注／媒體顯著度","本次未蒐集：待查「社會關注／媒體顯著度」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"3","新型 A 型流感（H5N1／H7N9）","社會安全","職業暴露風險","本次未蒐集：待查「職業暴露風險」的疾病別證據。","WHO Avian and other zoonotic influenza https://www.who.int/health-topics/influenza-avian-and-other-zoonotic","待查：本次未取得頁面發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","人類","人類致死率（未治療）","本次未蒐集：待查「人類致死率（未治療）」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","人類","重症或長期失能比例","本次未蒐集：待查「重症或長期失能比例」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","人類","人類年通報數／發生率","待查：NIDSS 逐病互動查詢，由疾病監測承辦人補。","疾管署 NIDSS 傳染病統計資料查詢系統 https://nidss.cdc.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"4","立百病毒感染症","人類","人傳人能力","本次未蒐集：待查「人傳人能力」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","人類","高風險／易感族群衝擊","本次未蒐集：待查「高風險／易感族群衝擊」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","人類","法定傳染病分類／通報層級","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"4","立百病毒感染症","動物","動物族群致死率","本次未蒐集：待查「動物族群致死率」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","動物","畜禽生產衝擊","本次未蒐集：待查「畜禽生產衝擊」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","動物","宿主範圍廣度","本次未蒐集：待查「宿主範圍廣度」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","動物","WOAH 通報疾病","待查：依 WOAH Terrestrial Animal Health Code 第 1.3 章逐病核對。","WOAH Terrestrial Animal Health Code https://www.woah.org/en/what-we-do/standards/codes-and-manuals/terrestrial-code-online-access/","待查：實際閱讀並核對日","全球","疾病專頁或舊網頁不等於現行 Listed disease；由動物衛生或 WOAH 聯絡窗口補核。"
"4","立百病毒感染症","動物","國內動物疫情活躍度","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"4","立百病毒感染症","動物","野生動物保毒宿主","本次未蒐集：待查「野生動物保毒宿主」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","環境","病媒存在與氣候適生性","本次未蒐集：待查「病媒存在與氣候適生性」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","環境","環境存活／持久性","本次未蒐集：待查「環境存活／持久性」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","環境","氣候變遷敏感度","本次未蒐集：待查 氣候變遷敏感度 的可比較定義與資料。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","環境","跨境／境外移入風險","本次未蒐集：待查 跨境／境外移入風險 的可比較定義與資料。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","食安與抗藥性","食品鏈傳播關聯","本次未蒐集：待查 食品鏈傳播關聯 的可比較定義與資料。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","食安與抗藥性","抗微生物抗藥性關聯","本次未蒐集：待查 抗微生物抗藥性關聯 的可比較定義與資料。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","食安與抗藥性","食安事件頻率","本次未蒐集：待查 食安事件頻率 的可比較定義與資料。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"4","立百病毒感染症","防治能力與資源","人用疫苗","本次未蒐集：待查「人用疫苗」的疾病別證據。","WHO Nipah virus https://www.who.int/news-room/fact-sheets/detail/nipah-virus","2026-01-29","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
